"Date","Time","Reason For Call","Patrol Officer Name/Street","Street/Unit","Unit/Car","Race","Gender","Outcome"
"5/20/19",125,"- MOTOR VEHICLE STOP CITATION - WARNING .","PATROL ANTHONY M DUPRAT","MAIN ST","35","W","F",3
"5/21/19",2025,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL KEVIN P GARNER","HANCOCK RD","34","W","F",3
"5/25/19",1935,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","MAIN ST","35","W","F",3
"5/25/19",2129,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL SHUAN N WILLIAM","PARK ST","32","W","F",3
"5/26/19",1554,"-~ MOTOR VEHICLE STOP CITATION - WARNING",NA,"HANCOCK RD","35","W","F",3
"5/27/19",2101,"- MOTOR VEHICLE STOP CITATION - WARNING |","PATROL BRAD SACCO","MAIN ST","35","W","M",3
"5/27/19",1927,"- MOTOR VEHICLE STOP CITATION - WARNING |",NA,"NEW ASHFORD RD |",NA,"W","M",3
"5/28/19",344,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROLMAN SCOTT SKORUPSKT","MAIN ST","32","W","M",3
"5/28/19",1836,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","GREEN RIVER RD","35","W","M",3
"5/30/19",45,"- MOTOR VEHICLE STOP CITATION - WARNING |","DISPATCHER LAURIE TUPER","COLE AVE","35","W","F",3
"5/31/19",2056,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL GR","SIMONDS RD","38","W","M",3
"6/1/19",57,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","NORTH HOOSAC RD","35","W","M",3
"6/1/19",1046,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL BRAD SACCO","HANCOCK RD","35","W","M",3
"6/1/19",1126,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","35","W","M",3
"6/1/19",1723,"- MOTOR VEHICLE STOP CITATION ~ WARNING",NA,"COLD SPRING RD","35","W","M",3
"6/1/19",1333,"~ MOTOR VEHICLE STOP CITATION ~ CIVIL","PATROL SHUAN N WILGIAM","HANCOCK RD","32","W","M",4
"6/2/19",1,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL ANTHONY M DUPRAT","COLD SPRING RD","35","W","F",3
"6/2/19",953,"- MOTOR VEHICLE STOP CITATION - WARNING |","PATROL BRAD SACCO","NEW ASHFORD RD |","35 |","W","M",3
"6/2/19",1043,"- MOTOR VEHICLE STOP CITATION - WARNING |","PATROL TANIA HERNANDEZ 2","MAIN ST |","36 |","W","F",3
"6/2/19",1102,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","35","W","F",3
"6/3/19",1153,"- MOTOR VEHICLE STOP CITATION - WARNING |","CHIEF KYLE J JOHNSON |","GREEN RIVER RD !","33 |","W","F",3
"6/3/19",1855,"~- MOTOR VEHICLE STOP CITATION - WARNING","SERGEANT DAVID R LEMIEUX","GREEN RIVER RD","31","W","F",3
"6/27/19",21,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"6/27/19",2140,"~- MOTOR VEHICLE STOP CITATION - WARNING","MICHAEL STRIZZI","NORTH HOOSAC RD","38","W","F",3
"96/29/2019",3,"-~ MOTOR VEHICLE STOP CIYATION - WARNING","PATROL ANTHONY M DUPRAT","COLD SPRING RD","35","W","F",3
"96/29/2019",15,"- MOTOR VEHICLE sTop CITATION ~ WARNING","PATROLMAN SCOTT SKORUPSKI","NORTH ST","32","W","M",3
"96/29/2019",104,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROLMAN SCOTT SKORUPSKI","COLD SPRING RD","32","A","M",3
"96/29/2019",823,"~ MOTOR VEHICLE STOP CITATION - WARNING",NA,"MAIN sT","35","W","M",3
"66/30/2019",2351,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL ANTHONY M DUPRAT","; COLD SPRING RD","35","W","M",3
"7/1/19",2007,"- MOTOR VEHICLE stop CITATION ~- WARNING","PATROL BRAD SACCO","COLD SPRING RD","35","U","U",3
"7/3/19",1633,"~ MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL BRAD SACCO","HANCOCK RD","35","W","M",3
"7/4/19",1642,"- MOTOR VEHICLE sTOP CITATION ~ WARNING","PATROL BRAD SACCO","NEW ASHFORD RD","35","W","F",3
"7/4/19",1928,"~- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL BRAD SACCO","COLD SPRING RD","35","W","F",3
"7/5/19",824,"~ MOTOR VEHICLE STOP CITATION - WARNING",NA,NA,"35","W","M",3
"7/5/19",904,"- MOTOR VEHICLE STOP CITATION -~ WARNING","PATROL TANIA HERNANDEZ","MAIN ST","36","W","M",3
"7/5/19",1340,"~ MOTOR VEHICLE STOP CITATION - CIVIL","PATROL DAVID JENNINGS D","GREEN RIVER RD","35","W","M",4
"7/6/19",40,"~ MOTOR VEHICLE STOP CITATION - WARNING",NA,"SAND SPRINGS RD","34","W","F",3
"7/11/19",846,"- MOTCR VEHICLE sTOP CITATION ~- WARNING","PATROL JOHN J MCCONNELL JR","SIMONDS RD","38","W","F",3
"7/11/19",920,"- MOTOR VEHICLE STOP CITATION ~ CIVIL","PATROL JOHN J MCCONNELL JR","WATER ST","38","B","F",4
"7/12/19",2154,"~ MOTOR VEHICLE STOP CITATION - CIVIL","PATROL SHUAN N WILLIAM","NORTH HOOSAC RD","32","W","M",4
"7/12/19",806,"~ MOTOR VEHICLE STOP CITATION - CIVIL","PATROL TANIA HERNANDEZ","MAIN st","36","W","M",4
"7/13/19",2025,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","F",3
"7/14/19",104,"- MOTOR VEHICLE STOP CITATION ~<U+FFFD> WARNING",NA,"COLE AVE","32","W","M",3
"7/17/19",844,"- MOTOR VEHICLE STOP CITATION ~ CIVIL","PATROL DAVID JENNINGS D","ADAMS RD","34","W","M",4
"7/18/19",6390,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL DAVID JENNINGS D","HANCOCK RD","35","W","M",3
"7/18/19",1104,"~ MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL TANIA HERNANDEZ","BERLIN RD","36","W","F",5
"7/20/19",28,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","COLD SPRING RD","38","W","F",3
"7/22/19",1148,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL BRAD SACCO","NEW ASHFORD RD","38","W","M",3
"7/25/19",1216,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL BRAD SACCO","COLD SPRING RD","35","W","H",3
"7/29/19",2150,"- MOTOR VEHICLE STOP CITATION -~- WARNING","PATROL ANTHONY M DUPRAT","NORTH HOCOSAC RD","35","W","F",3
"7/30/19",216,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","U","M",3
"7/30/19",955,"~ MOTOR VEHICLE STOP CITATION - WARNING",NA,"MAIN ST","36","W","F",3
"7/30/19",1942,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","F",3
"7/31/19",6104,"-~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","SAND SPRINGS RD","34","W","M",3
"7/31/19",305,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","COLE AVE",NA,"W","M",3
"8/3/19",1712,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL BRAD SACCO","MAIN ST","35","U","M",3
"8/7/19",529,"- MOTOR VEHICLE STOP ARREST (S}",NA,"BRIDGES RD","35","W","M",7
"8/9/19",2117,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROLMAN MICHAEL J ZIEMBA Jr","MAIN ST","37K","W","F",3
"8/12/19",949,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL BRAD SACCO","MAIN ST","37K","W","M",3
"8/13/19",4029,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","35","W","M",3
"8/14/19",1647,"-~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","SYNDICATE RD","38","B","M",3
"8/19/19",294,"-~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NEW ASHFORD RD","34","W","M",3
"8/19/19",1429,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO",NA,NA,"W","F",3
"8/24/19",2211,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","MAIN svt","31","W","F",3
"8/26/19",2059,"~ MOTOR VEHICLE stop CITATION - WARNING","PATROL KALVIN DZIEDZIAK","NEW ASHFORD RD","34","W","F",3
"8/26/19",1060,"- MOTOR VEHICLE STOP CITATION ~ WARNING","LIEUTENANT MICHAEL J ZIEMBA Jr","[WIA 1090] CHURCH ST","34","W","F",3
"8/26/19",1521,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL KALVIN DZIEDZIAK","SAND SPRINGS RD","34","W","M",3
"8/30/19",1631,"-~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","THORNLIEBANK RD","35","U","M",3
"69/01/2019",2348,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","COLD SPRING RD","34","W","M",3
"9/2/19",1508,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","35","W","M",3
"9/2/19",1594,"~ MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL JOHN J MCCONNELL JR","BRIDGES RD","34","W","F",3
"9/3/19",2142,"~ MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","MAIN ST","34","B","M",4
"9/3/19",1746,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL JOHN J MCCONNELL JR","MAIN ST","38","W","F",3
"9/5/19",6095,"- MOTOR VEHICLE sToP CITATION ~- WARNING","PATROL DAVID JENNINGS D","MAIN ST","35","W","M",3
"9/7/19",1947,"- MOTOR VEHICLE STOP CITATION -~ WARNING","PATROL KEVIN P GARNER","MAIN ST","34","A","F",3
"9/7/19",938,"~ MOTOR VEHICLE STOP CITATION - WARNING","LIEUTENANT MICHAEL J ZIEMBA Jr","MAIN ST","37K","W","M",3
"9/7/19",1119,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL BRAD SACCO","MAIN ST","35","W","F",3
"9/7/19",4707,"-~- MOTOR VEHICLE STOP NO ACTION REQUIRED","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38 <U+FFFD>","U","M",2
"9/11/19",1123,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL KALVIN DZIEDZIAK","(WIA 61] MAIN ST","38","W","M",3
"9/11/19",2238,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUFPRAT","[WEA 240] COLE AVE","35","W","M",3
"9/11/19",1226,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","(WIA 152} COLD SPRING RD","36","W","F",3
"9/11/19",1723,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL BRAD SACCO","MAIN ST","35","W","F",3
"9/12/19",2340,"~ MOTOR VEHICLE STOP SERVICES RENDERED","PATROL KALVIN DZTEDZIAK","WATER ST","35","W","M",4
"9/12/19",937,"~ MOTOR VEHICLE STOP CITATION - CIVIL","CHIEF KYLE J JOHNSON","HANCOCK RD","33","W","M",4
"3/13/19",2017,"- MOTOR VEHICLE STOP CITATION -~ WARNING","PATROL DAVID JENNINGS D","BRIDGES RD","35","W","M",3
"9/14/15",1529,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL BRAD SACCO","GREEN RIVER RD",NA,"W","M",3
"9/14/15",1631,"~<U+FFFD> MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","F",3
"9/14/15",1729,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL JOHN J MCCONNELL JR","COLE AVE","38","W","M",3
"9/15/19",6228,"- MOTOR VEHICLE STOP ARREST (3)","PATROL DAVID JENNINGS D","MAIN ST","35","W","M",7
"9/19/19",744,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","NORTH HOOSAC RD","34","W","M",3
"9/21/19",35,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","MAIN ST","35 .","W","F",3
"9/21/19",111,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROLMAN SCOTT SKORUPSKI","COLE AVE","32","W","F",3
"9/21/19",1230,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","HANCOCK RD","34","W","M",3
"9/25/19",545,"- MOTOR VEHICLE STOP CITATION -~ WARNING","PATROL DAVID JENNINGS D","MAIN ST","35","W","F",3
"9/26/19",1635,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","M",3
"9/28/19",2153,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL JOHN J MCCONNELL JR","MAIN ST","38","U","M",3
"9/28/19",2210,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","SOUTHWORTH ST","38","W","M",3
"9/29/19",2148,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL TANIA HERNANDEZ","MAIN ST","36","W","M",3
"10/1/13",1344,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","WATER ST","35","W","M",3
"10/6/19",1049,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL BRAD SACCO","GREEN RIVER RD","35","U","F",3
"10/7/19",1236,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL KALVIN DZIEDZTAK","COLD SPRING RD","34","U","F",3
"10/8/19",734,"-~ MOTOR VEHICLE sTop CITATION - WARNING","SERGEANT SCOTT E MCGOWAN","MAIN ST","35","W","F",3
"10/9/19",752,"- MOTOR VEHICLE STOP CITATION -~ WARNING","PATROL ANTHONY M DUPRAT","MAIN ST","34","W","M",3
"10/13/19",2337,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","NORTH HOOSAC RD","35","W","M",3
"10/13/19",34,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","NEW ASHFORD RD","35","W","M",3
"10/15/19",2216,"- MOTOR VEHICLE STOP CITATIGN =~ WARNING","PATROL JOHN J MCCONNELL JR","SAND SPRINGS RD","38","W","F",3
"10/21/19",1831,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","BRIDGES RD","32","W","M",3
"10/23/19",1032,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","HOPPER RD","35","U","F",3
"10/25/19",2124,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL JOHN J MCCONNELL JR","MAIN ST","38","W","M",3
"10/30/19",1917,"~- MOTOR VEHICLE STOP CITATION + WARNING","PATROL KALVIN DZIEDZIAK","NORTH HOOSAC RD","35","B","M",3
"10/30/19",2055,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL KALVIN DZIEDZIAK","NEW ASHFORD RD","35","W","M",3
"11/3/19",1051,"~ MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL TANIA HERNANDEZ","NORTH HOOSAC RD","36","W","M",3
"11/4/19",1414,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANITA HERNANDEZ","MAIN ST","36","W","F",3
"11/5/19",135,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROLMAN SCOTT SKORUPSKI","MAIN ST","32","W","M",3
"11/6/19",836,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL TANIA HERNANDEZ","COLE AVE","36","B","F",3
"11/5/19",1146,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL KALVIN DZIEDZIAK","MAIN ST","34","U","M",3
"11/6/19",1859,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","NEW ASHFORD RD","34","W","F",3
"11/6/19",2024,"-~ MOTOR VEHICLE STOP CITATION + CIVIL","DISPATCHER LAURIE TUPER","NORTH HOOSAC RD","34","U","M",4
"11/8/19",1401,"-~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","MAIN ST","36","W","F",3
"11/8/19",2110,"- MOTOR VEHICLE STOP CITATION ~ WARNING",NA,"NEW ASHFORD RD","34","W","M",3
"11/13/19",1901,"~- MOTOR VEHICLE STOP CITATION - CIEVIL","PATROL ANTHONY M DUPRAT","NORTH HOOSAC RD","30","W","M",4
"11/13/19",1418,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL ANTHONY M OUPRAT","COLD SPRING RD","30","W","F",3
"11/15/19",827,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL TANIA HERNANDEZ","COLE AVE","36","W","F",3
"11/16/19",1942,"- MOTOR VEHICLE STOP CITATION ~- WARNING",NA,"MAIN ST","32","A","M",3
"11/16/19",2009,"~- MOTOR VEHICLE STOP CITATIGN - WARNING","PATROL SHUAN N WILLIAM","MAIN ST","32","W","F",3
"11/17/18",1442,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","MAIN ST","34","W","M",3
"11/19/19",37,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROLMAN SCOTT SKORUPSKI","WATER ST","32","W","M",3
"11/22/19",725,"<U+FFFD> MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","NORTH ST","36","W","F",3
"11/22/19",2116,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","BRIDGES RD","30","W","F",3
"11/23/19",6790,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"11/28/19",2337,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL KALVIN DZIEDZIAK","SIMONDS RD","306","W","M",3
"12/6/19",2344,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROLMAN SCOTT SKORUPSKTI","MAIN ST","32","W","F",3
"12/7/19",1653,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROLMAN SCOTT SKORUPSKI","MAIN ST","32","U","M",3
"12/7/19",1982,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL JOHN J MCCONNELL JR","MAIN ST","38","W","M",3
"12/7/19",1387,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","MAIN ST","38","W","F",3
"12/8/19",2121,"~ MOTOR VEHICLE STOP CITATION - WARNING",NA,"NORTH ST","32","W","M",3
"12/15/19",1618,"- MOTOR VEHICLE STOP CITATION ~ WARNING",NA,"NEW ASHFORD RD","32","W","M",3
"12/18/19",225,"- MOTOR VEHICLE STOP CITATION ~ WARNING","SERGEANT PAUL D THOMPSON","(WIA 2407] GALE RD","36","W","F",3
"12/19/19",1630,"~- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","M",3
"12/20/19",6399,"- MOTOR VEHICLE STOP CITATION ~ WARNING","CHIEF KYLE J JOHNSON","BRIDGES RD","33","W","F",3
"12/22/19",36,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","F",3
"12/22/19",2029,"- MOTOR VEHICLE STOP CITATION -~ WARNING","PATROL ANTHONY M DUPRAT","COLD SPRING RD","36","W","M",3
"12/22/19",2124,"~- MOTOR VEHICLE STOP CITATION - WARNING",NA,"COLD SPRING RD","36","B","M",3
"12/23/19",1935,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL ANTHONY M DUPRAT","MAIN ST","36","W","F",3
"12/24/19",1584,"- MOTOR VEHICLE STOP CITATION ~- WARNING","DISPATCHER LAURIE TUPER","NORTH HOOSAC RD","36","B","F",3
"12/24/19",42,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"12/26/19",845,"~ MOTOR VEHICLE sTOP CITATION - WARNING","PATROL DAVID JENNINGS D","MAIN ST","34","W","F",3
"12/27/19",2213,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER",NA,"34","W","M",3
"12/31/19",690,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL KALVIN DZIEDZIAK","SCHOOL ST","31","W","M",3
"01/01/2020",36,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","MAIN ST","34","W","F",3
"01/01/2020",1409,"- MOTOR VEHICLE STOP CITATION - WARNING","CHIEF KYLE J JOHNSON","NEW ASHFORD RD","33","W","F",3
"01/01/2020",1809,"-~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","COLE AVE","38","W","M",3
"01/01/2020",4922,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","NEW ASHFORD RD","32","W","F",3
"11/21/2019",1947,"- MOTOR VEHICLE STOP NO ACTION REQUIRED","PATROL SHUAN N WILLIAM","MAIN ST","32","W","M",2
"11/21/2019",2100,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","HANCOCK RD","34","W","F",3
"01/03/2020",2351,"- MOTOR VEHICLE STOP CITATION - WARNING","SERGEANT SCOTT E MCGOWAN","COLD SPRING RD","30","W","M",3
"01/03/2020",749,"- MOTOR VEHICLE STOP CITATION ~ WARNING",NA,"MAIN ST","36","W","M",3
"01/03/2020",802,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANITA HERNANDEZ","MAIN st","36","W","F",3
"01/03/2020",813,"- MOTOR VEHICLE STOP CITATION - WARNING","CHIEF KYLE J JOHNSON","WATER ST","33","W","M",3
"01/03/2020",2049,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN FPF GARNER","HANCOCK RD","34","W","F",3
"01/03/2020",2149,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","COLE AVE","38","W","F",3
"01/03/2020",950,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ )","MAIN ST","36","W","M",3
"01/03/2020",950,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO :","HANCOCK RD","34","W","F",3
"01/03/2020",1040,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","NEW ASHFORD RD","34","W","F",3
"01/03/2020",1052,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","GREEN RIVER RD","34","A","F",3
"01/03/2020",1157,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO",NA,"34","W","M",3
"01/03/2020",1216,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","34","U","F",3
"01/03/2020",1253,"- MOTOR VEHICLE STOP NO ACTION REQUIRED","PATROL BRAD SACCO","TACONIC TRL","34","U","F",2
"01/03/2020",1407,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO .","COLD SPRING RD","34","W","F",3
"01/03/2020",1438,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","NEW ASHFORD RD","34","W","F",3
"01/04/2020",2253,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROLMAN SCOTT SKORUPSKT",NA,"32","U","U",3
"01/04/2020",51,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","COLD SPRING RD","30","W","M",3
"01/04/2020",1320,"- MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL BRAD SACCO","COLE AVE","30","U","F",5
"01/04/2020",1509,"- MOTOR VEHICLE STOP CITATION - WARNING |","PATROL BRAD SACCO |","COLD SPRING RD","390","W","M",3
"01/04/2020",1517,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","HANCOCK RD","34","W","F",3
"01/04/2020",1533,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"HANCOCK RD","34","W","F",3
"01/04/2020",1534,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","NEW ASHFORD RD","30","U","M",3
"01/04/2020",1730,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","BRIDGES RD","32","W","M",3
"01/04/2020",1848,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NEW ASHFORD RD","34","W","M",3
"01/05/2020",1733,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"SAND SPRINGS RD","38","W","M",3
"01/05/2020",1814,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"NORTH HOOSAC RD","38","W","F",3
"01/06/2020",2041,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","MAIN ST","38","W","M",3
"01/06/2020",1000,"- MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","38","W","M",5
"01/06/2020",1145,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","HANCOCK RD","34","W","M",3
"01/06/2020",1225,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","GREEN RIVER RD","34","U","F",3
"01/06/2020",1232,"- MOTOR VEHICLE STOP NO ACTION REQUIRED","CHIEF KYLE J JOHNSON","WATER ST","33","U","M",2
"01/06/2020",1250,"- MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL BRAD SACCO","COLD SPRING RD","34","U","M",5
"01/06/2020",1515,"- MOTOR VEHICLE STOP CRIMINAL COMPLAINT",NA,". PARK ST","34","W","F",5
"01/07/2020",24,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROLMAN SCOTT SKORUPSKT","NORTH ST","32 |","W","F",3
"01/07/2020",1434,"- MOTOR VEHICLE STOP CITATION - WARNING","CHIEF KYLE J JOHNSON","HANCOCK RD","33","W","F",3
"01/07/2020",1812,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","HANCOCK RD","34","W","M",3
"01/07/2020",1859,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","WATER ST","38","W","F",3
"01/08/2026",6113,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","COLD SPRING RD","34","W","M",3
"01/08/2026",757,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","COLD SPRING RD","34","W","F",3
"01/09/2020",852,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","[WIA 1832] NORTH HOOSAC RD","36","W","F",3
"01/09/2020",911,"- MOTOR VEHICLE STOP CITATION - WARNING","CHIEF KYLE J JOHNSON","MAIN ST","33","W","M",3
"01/09/2020",935,"- MOTOR VEHICLE STOP CITATION - WARNING","CHIEF KYLE J JOHNSON","HANCOCK RD","33","U","M",3
